nct_id,adverse_event,severity,frequency,serious,drug,target
NCT00000473,Pneumonia,Moderate,35,True,Tocilizumab,IL-6
NCT00000473,Sepsis,Mild,73,False,Tocilizumab,IL-6
NCT00000473,Infection,Mild,7,False,Tocilizumab,IL-6
NCT00000473,Tuberculosis,Mild,40,True,Tocilizumab,IL-6
NCT00000474,Fever,Life-threatening,93,False,Daratumumab,CD38
NCT00000474,Rash,Moderate,90,True,Daratumumab,CD38
NCT00000474,Pruritus,Severe,53,True,Daratumumab,CD38
NCT00000474,Infusion reaction,Moderate,4,False,Daratumumab,CD38
NCT00000474,Chills,Life-threatening,76,True,Daratumumab,CD38
NCT00000475,Seizure,Mild,92,True,Blinatumomab,CD19/CD3
NCT00000475,Dizziness,Moderate,88,True,Blinatumomab,CD19/CD3
NCT00000475,Tremor,Moderate,65,False,Blinatumomab,CD19/CD3
NCT00000475,Headache,Life-threatening,17,False,Blinatumomab,CD19/CD3
NCT00000475,Confusion,Severe,47,False,Blinatumomab,CD19/CD3
NCT00000476,Proteinuria,Mild,20,False,Bevacizumab,VEGF
NCT00000476,Hypertension,Mild,2,True,Bevacizumab,VEGF
NCT00000476,Bleeding,Severe,71,True,Bevacizumab,VEGF
NCT00000477,Infection,Severe,21,True,Adalimumab,TNF-alpha
NCT00000477,Pneumonia,Severe,74,False,Adalimumab,TNF-alpha
NCT00000477,Sepsis,Severe,12,True,Adalimumab,TNF-alpha
NCT00000477,Tuberculosis,Moderate,91,False,Adalimumab,TNF-alpha
NCT00000478,Thyroiditis,Life-threatening,6,False,Pembrolizumab,PD-1
NCT00000478,Hepatitis,Severe,52,False,Pembrolizumab,PD-1
NCT00000478,Pneumonitis,Moderate,57,False,Pembrolizumab,PD-1
NCT00000478,Colitis,Severe,48,True,Pembrolizumab,PD-1
NCT00000478,Rash,Life-threatening,65,False,Pembrolizumab,PD-1
NCT00000479,Hypertension,Mild,20,True,Bevacizumab,VEGF
NCT00000479,Bleeding,Severe,49,True,Bevacizumab,VEGF
NCT00000479,Proteinuria,Life-threatening,10,True,Bevacizumab,VEGF
NCT00000479,Thromboembolism,Life-threatening,60,True,Bevacizumab,VEGF
NCT00000480,Headache,Mild,24,True,Blinatumomab,CD19/CD3
NCT00000480,Dizziness,Life-threatening,99,False,Blinatumomab,CD19/CD3
NCT00000480,Tremor,Moderate,52,False,Blinatumomab,CD19/CD3
NCT00000480,Seizure,Mild,41,False,Blinatumomab,CD19/CD3
NCT00000480,Confusion,Life-threatening,28,False,Blinatumomab,CD19/CD3
NCT00000481,Arrhythmia,Moderate,61,True,Trastuzumab,HER2
NCT00000481,Heart failure,Moderate,41,True,Trastuzumab,HER2
NCT00000481,Cardiac dysfunction,Life-threatening,8,False,Trastuzumab,HER2
NCT00000482,Proteinuria,Mild,98,False,Bevacizumab,VEGF
NCT00000482,Hypertension,Severe,33,True,Bevacizumab,VEGF
NCT00000482,Bleeding,Mild,19,True,Bevacizumab,VEGF
NCT00000482,Thromboembolism,Severe,52,True,Bevacizumab,VEGF
NCT00000483,Rash,Moderate,7,True,Rituximab,CD20
NCT00000483,Pruritus,Life-threatening,44,False,Rituximab,CD20
NCT00000483,Fever,Moderate,26,False,Rituximab,CD20
NCT00000483,Infusion reaction,Life-threatening,62,False,Rituximab,CD20
NCT00000483,Chills,Moderate,90,False,Rituximab,CD20
NCT00000484,Rash,Moderate,42,False,Ipilimumab,CTLA-4
NCT00000484,Thyroiditis,Mild,20,False,Ipilimumab,CTLA-4
NCT00000484,Colitis,Moderate,64,False,Ipilimumab,CTLA-4
NCT00000484,Hepatitis,Mild,87,False,Ipilimumab,CTLA-4
NCT00000484,Pneumonitis,Severe,67,True,Ipilimumab,CTLA-4
NCT00000485,Heart failure,Mild,28,True,Trastuzumab,HER2
NCT00000485,Arrhythmia,Life-threatening,90,True,Trastuzumab,HER2
NCT00000485,Hypertension,Life-threatening,28,False,Trastuzumab,HER2
NCT00000485,Cardiac dysfunction,Moderate,25,True,Trastuzumab,HER2
NCT00000486,Sepsis,Mild,90,False,Tocilizumab,IL-6
NCT00000486,Infection,Life-threatening,53,False,Tocilizumab,IL-6
NCT00000486,Pneumonia,Severe,46,False,Tocilizumab,IL-6
NCT00000486,Tuberculosis,Severe,15,True,Tocilizumab,IL-6
NCT00000487,Dry skin,Life-threatening,49,False,Cetuximab,EGFR
NCT00000487,Acneiform rash,Life-threatening,82,False,Cetuximab,EGFR
NCT00000487,Rash,Mild,12,True,Cetuximab,EGFR
NCT00000487,Pruritus,Mild,84,True,Cetuximab,EGFR
NCT00000488,Tuberculosis,Life-threatening,65,True,Tocilizumab,IL-6
NCT00000488,Infection,Severe,54,True,Tocilizumab,IL-6
NCT00000488,Pneumonia,Moderate,100,False,Tocilizumab,IL-6
NCT00000488,Sepsis,Life-threatening,15,True,Tocilizumab,IL-6
NCT00000489,Infusion reaction,Mild,48,True,Daratumumab,CD38
NCT00000489,Fever,Severe,35,False,Daratumumab,CD38
NCT00000489,Chills,Severe,54,True,Daratumumab,CD38
NCT00000489,Rash,Mild,54,True,Daratumumab,CD38
NCT00000489,Pruritus,Mild,4,True,Daratumumab,CD38
NCT00000490,Rash,Moderate,72,False,Ipilimumab,CTLA-4
NCT00000490,Hepatitis,Moderate,79,False,Ipilimumab,CTLA-4
NCT00000490,Pneumonitis,Mild,74,False,Ipilimumab,CTLA-4
NCT00000490,Colitis,Moderate,82,False,Ipilimumab,CTLA-4
NCT00000490,Thyroiditis,Moderate,52,False,Ipilimumab,CTLA-4
NCT00000491,Acneiform rash,Moderate,65,True,Cetuximab,EGFR
NCT00000491,Dry skin,Life-threatening,98,False,Cetuximab,EGFR
NCT00000491,Rash,Moderate,42,True,Cetuximab,EGFR
NCT00000491,Pruritus,Mild,12,True,Cetuximab,EGFR
NCT00000492,Colitis,Mild,96,True,Pembrolizumab,PD-1
NCT00000492,Pneumonitis,Life-threatening,82,False,Pembrolizumab,PD-1
NCT00000492,Rash,Moderate,31,True,Pembrolizumab,PD-1
NCT00000492,Hepatitis,Severe,25,True,Pembrolizumab,PD-1
NCT00000492,Thyroiditis,Life-threatening,99,False,Pembrolizumab,PD-1
NCT00000493,Infusion reaction,Mild,15,False,Daratumumab,CD38
NCT00000493,Fever,Mild,14,True,Daratumumab,CD38
NCT00000493,Pruritus,Severe,34,True,Daratumumab,CD38
NCT00000493,Rash,Mild,10,False,Daratumumab,CD38
NCT00000493,Chills,Severe,27,False,Daratumumab,CD38
NCT00000494,Thyroiditis,Mild,63,True,Pembrolizumab,PD-1
NCT00000494,Colitis,Moderate,88,False,Pembrolizumab,PD-1
NCT00000494,Pneumonitis,Life-threatening,41,False,Pembrolizumab,PD-1
NCT00000495,Pneumonitis,Mild,16,False,Pembrolizumab,PD-1
NCT00000495,Hepatitis,Severe,62,True,Pembrolizumab,PD-1
NCT00000495,Colitis,Moderate,67,False,Pembrolizumab,PD-1
NCT00000495,Thyroiditis,Mild,25,True,Pembrolizumab,PD-1
NCT00000496,Colitis,Moderate,4,False,Pembrolizumab,PD-1
NCT00000496,Pneumonitis,Moderate,29,True,Pembrolizumab,PD-1
NCT00000496,Rash,Moderate,35,False,Pembrolizumab,PD-1
NCT00000496,Thyroiditis,Life-threatening,26,True,Pembrolizumab,PD-1
NCT00000496,Hepatitis,Severe,91,False,Pembrolizumab,PD-1
NCT00000497,Rash,Severe,23,True,Daratumumab,CD38
NCT00000497,Pruritus,Severe,51,True,Daratumumab,CD38
NCT00000497,Fever,Severe,22,True,Daratumumab,CD38
NCT00000497,Chills,Life-threatening,56,False,Daratumumab,CD38
NCT00000497,Infusion reaction,Life-threatening,77,False,Daratumumab,CD38
NCT00000498,Dizziness,Moderate,73,False,Blinatumomab,CD19/CD3
NCT00000498,Confusion,Severe,81,True,Blinatumomab,CD19/CD3
NCT00000498,Tremor,Life-threatening,22,True,Blinatumomab,CD19/CD3
NCT00000498,Seizure,Severe,76,False,Blinatumomab,CD19/CD3
NCT00000498,Headache,Severe,78,False,Blinatumomab,CD19/CD3
NCT00000499,Cardiac dysfunction,Life-threatening,24,False,Trastuzumab,HER2
NCT00000499,Hypertension,Moderate,10,True,Trastuzumab,HER2
NCT00000499,Arrhythmia,Severe,48,True,Trastuzumab,HER2
NCT00000499,Heart failure,Severe,16,True,Trastuzumab,HER2
