nct_id,adverse_event_term,organ_system,serious,frequency_threshold,assessed_participants,affected_participants,events,event_type,antibody_name,antibody_category,indication,phase,enrollment
NCT30495566,Infusion related reaction,General disorders and administration site conditions,No,15%,544,45,68,All Causality,Ocrelizumab,Anti-CD20,Multiple Sclerosis,Phase 3,544
NCT82052914,Infusion related reaction,General disorders and administration site conditions,No,10%,949,34,62,Treatment Emergent,Ocrelizumab,Anti-CD20,Multiple Sclerosis,Phase 4,949
NCT82052914,Infusion related reaction,General disorders and administration site conditions,No,5%,949,50,97,Treatment Emergent,Ocrelizumab,Anti-CD20,Multiple Sclerosis,Phase 4,949
NCT82052914,Infection,Infections and infestations,Yes,5%,949,19,27,Treatment Emergent,Ocrelizumab,Anti-CD20,Multiple Sclerosis,Phase 4,949
NCT82052914,Infusion related reaction,General disorders and administration site conditions,No,5%,949,45,78,Treatment Emergent,Ocrelizumab,Anti-CD20,Multiple Sclerosis,Phase 4,949
NCT82052914,Infusion related reaction,General disorders and administration site conditions,No,5%,949,37,48,All Causality,Ocrelizumab,Anti-CD20,Multiple Sclerosis,Phase 4,949
NCT82052914,Infection,Infections and infestations,Yes,10%,949,9,18,Treatment Emergent,Ocrelizumab,Anti-CD20,Multiple Sclerosis,Phase 4,949
NCT86855955,Cytopenia,Blood and lymphatic system disorders,No,10%,669,12,23,Treatment Emergent,Ocrelizumab,Anti-CD20,Multiple Sclerosis,Phase 4,669
NCT86855955,Infusion related reaction,General disorders and administration site conditions,No,10%,669,32,37,Treatment Emergent,Ocrelizumab,Anti-CD20,Multiple Sclerosis,Phase 4,669
NCT86855955,Cytopenia,Blood and lymphatic system disorders,No,10%,669,16,25,All Causality,Ocrelizumab,Anti-CD20,Multiple Sclerosis,Phase 4,669
NCT86855955,Infection,Infections and infestations,Yes,15%,669,29,34,Treatment Emergent,Ocrelizumab,Anti-CD20,Multiple Sclerosis,Phase 4,669
NCT86855955,Infusion related reaction,General disorders and administration site conditions,No,15%,669,36,36,Treatment Emergent,Ocrelizumab,Anti-CD20,Multiple Sclerosis,Phase 4,669
NCT86855955,Infection,Infections and infestations,Yes,15%,669,20,29,All Causality,Ocrelizumab,Anti-CD20,Multiple Sclerosis,Phase 4,669
NCT86855955,Infusion related reaction,General disorders and administration site conditions,No,10%,669,24,47,Treatment Emergent,Ocrelizumab,Anti-CD20,Multiple Sclerosis,Phase 4,669
NCT86855955,Cytopenia,Blood and lymphatic system disorders,No,5%,669,32,60,All Causality,Ocrelizumab,Anti-CD20,Multiple Sclerosis,Phase 4,669
NCT86855955,Cytopenia,Blood and lymphatic system disorders,No,15%,669,50,58,All Causality,Ocrelizumab,Anti-CD20,Multiple Sclerosis,Phase 4,669
NCT86855955,Infusion related reaction,General disorders and administration site conditions,No,5%,669,36,38,All Causality,Ocrelizumab,Anti-CD20,Multiple Sclerosis,Phase 4,669
NCT86855955,Infection,Infections and infestations,Yes,15%,669,27,28,Treatment Emergent,Ocrelizumab,Anti-CD20,Multiple Sclerosis,Phase 4,669
NCT86855955,Infection,Infections and infestations,Yes,10%,669,2,3,Treatment Emergent,Ocrelizumab,Anti-CD20,Multiple Sclerosis,Phase 4,669
NCT86855955,Infusion related reaction,General disorders and administration site conditions,No,5%,669,32,32,Treatment Emergent,Ocrelizumab,Anti-CD20,Multiple Sclerosis,Phase 4,669
NCT86855955,Infection,Infections and infestations,Yes,10%,669,7,9,All Causality,Ocrelizumab,Anti-CD20,Multiple Sclerosis,Phase 4,669
NCT86855955,Cytopenia,Blood and lymphatic system disorders,No,15%,669,35,63,Treatment Emergent,Ocrelizumab,Anti-CD20,Multiple Sclerosis,Phase 4,669
NCT92491261,Dyspnea,"Respiratory, thoracic and mediastinal disorders",Yes,10%,183,3,5,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 1,183
NCT92491261,Dyspnea,"Respiratory, thoracic and mediastinal disorders",Yes,15%,183,11,17,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 1,183
NCT92491261,Infusion related reaction,General disorders and administration site conditions,No,15%,183,2,2,All Causality,Trastuzumab,Anti-HER2,Breast Cancer,Phase 1,183
NCT18101054,Cardiac failure,Cardiac disorders,Yes,10%,835,22,39,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 1,835
NCT18101054,Infusion related reaction,General disorders and administration site conditions,No,5%,835,31,46,All Causality,Trastuzumab,Anti-HER2,Breast Cancer,Phase 1,835
NCT18101054,Infusion related reaction,General disorders and administration site conditions,No,5%,835,13,25,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 1,835
NCT18101054,Cardiac failure,Cardiac disorders,Yes,15%,835,10,13,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 1,835
NCT18101054,Infusion related reaction,General disorders and administration site conditions,No,15%,835,7,8,All Causality,Trastuzumab,Anti-HER2,Breast Cancer,Phase 1,835
NCT18101054,Infusion related reaction,General disorders and administration site conditions,No,10%,835,33,50,All Causality,Trastuzumab,Anti-HER2,Breast Cancer,Phase 1,835
NCT18101054,Dyspnea,"Respiratory, thoracic and mediastinal disorders",Yes,10%,835,16,21,All Causality,Trastuzumab,Anti-HER2,Breast Cancer,Phase 1,835
NCT18101054,Dyspnea,"Respiratory, thoracic and mediastinal disorders",Yes,5%,835,16,31,All Causality,Trastuzumab,Anti-HER2,Breast Cancer,Phase 1,835
NCT18101054,Cardiac failure,Cardiac disorders,Yes,15%,835,47,53,All Causality,Trastuzumab,Anti-HER2,Breast Cancer,Phase 1,835
NCT18101054,Dyspnea,"Respiratory, thoracic and mediastinal disorders",Yes,10%,835,38,64,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 1,835
NCT18101054,Infusion related reaction,General disorders and administration site conditions,No,10%,835,4,6,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 1,835
NCT18101054,Infusion related reaction,General disorders and administration site conditions,No,15%,835,48,49,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 1,835
NCT18101054,Cardiac failure,Cardiac disorders,Yes,10%,835,37,73,All Causality,Trastuzumab,Anti-HER2,Breast Cancer,Phase 1,835
NCT18101054,Cardiac failure,Cardiac disorders,Yes,15%,835,6,8,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 1,835
NCT38706919,Dyspnea,"Respiratory, thoracic and mediastinal disorders",Yes,15%,734,49,88,All Causality,Trastuzumab,Anti-HER2,Breast Cancer,Phase 1,734
NCT38706919,Cardiac failure,Cardiac disorders,Yes,15%,734,44,58,All Causality,Trastuzumab,Anti-HER2,Breast Cancer,Phase 1,734
NCT38706919,Cardiac failure,Cardiac disorders,Yes,10%,734,45,73,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 1,734
NCT38706919,Infusion related reaction,General disorders and administration site conditions,No,15%,734,39,72,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 1,734
NCT38706919,Cardiac failure,Cardiac disorders,Yes,10%,734,34,53,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 1,734
NCT38706919,Infusion related reaction,General disorders and administration site conditions,No,5%,734,44,60,All Causality,Trastuzumab,Anti-HER2,Breast Cancer,Phase 1,734
NCT38706919,Cardiac failure,Cardiac disorders,Yes,5%,734,38,58,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 1,734
NCT38706919,Cardiac failure,Cardiac disorders,Yes,15%,734,20,39,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 1,734
NCT24725663,Cardiac failure,Cardiac disorders,Yes,5%,77,2,4,All Causality,Trastuzumab,Anti-HER2,Breast Cancer,Phase 2,77
NCT24725663,Dyspnea,"Respiratory, thoracic and mediastinal disorders",Yes,15%,77,6,10,All Causality,Trastuzumab,Anti-HER2,Breast Cancer,Phase 2,77
NCT24725663,Cardiac failure,Cardiac disorders,Yes,10%,77,1,2,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 2,77
NCT24725663,Infusion related reaction,General disorders and administration site conditions,No,10%,77,3,5,All Causality,Trastuzumab,Anti-HER2,Breast Cancer,Phase 2,77
NCT24725663,Infusion related reaction,General disorders and administration site conditions,No,5%,77,4,5,All Causality,Trastuzumab,Anti-HER2,Breast Cancer,Phase 2,77
NCT24725663,Dyspnea,"Respiratory, thoracic and mediastinal disorders",Yes,15%,77,3,6,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 2,77
NCT24725663,Dyspnea,"Respiratory, thoracic and mediastinal disorders",Yes,5%,77,6,11,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 2,77
NCT24725663,Cardiac failure,Cardiac disorders,Yes,5%,77,5,5,All Causality,Trastuzumab,Anti-HER2,Breast Cancer,Phase 2,77
NCT24725663,Infusion related reaction,General disorders and administration site conditions,No,10%,77,1,1,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 2,77
NCT50442191,Cardiac failure,Cardiac disorders,Yes,10%,714,15,27,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 3,714
NCT50442191,Infusion related reaction,General disorders and administration site conditions,No,5%,714,29,32,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 3,714
NCT50442191,Cardiac failure,Cardiac disorders,Yes,5%,714,36,39,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 3,714
NCT50442191,Cardiac failure,Cardiac disorders,Yes,10%,714,30,41,All Causality,Trastuzumab,Anti-HER2,Breast Cancer,Phase 3,714
NCT50442191,Dyspnea,"Respiratory, thoracic and mediastinal disorders",Yes,10%,714,45,71,All Causality,Trastuzumab,Anti-HER2,Breast Cancer,Phase 3,714
NCT50442191,Infusion related reaction,General disorders and administration site conditions,No,10%,714,7,7,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 3,714
NCT50442191,Dyspnea,"Respiratory, thoracic and mediastinal disorders",Yes,5%,714,2,3,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 3,714
NCT50442191,Infusion related reaction,General disorders and administration site conditions,No,10%,714,34,50,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 3,714
NCT50442191,Cardiac failure,Cardiac disorders,Yes,15%,714,48,69,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 3,714
NCT50442191,Dyspnea,"Respiratory, thoracic and mediastinal disorders",Yes,15%,714,39,68,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 3,714
NCT50442191,Cardiac failure,Cardiac disorders,Yes,5%,714,46,80,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 3,714
NCT50442191,Cardiac failure,Cardiac disorders,Yes,15%,714,11,18,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 3,714
NCT50442191,Infusion related reaction,General disorders and administration site conditions,No,5%,714,18,27,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 3,714
NCT50442191,Cardiac failure,Cardiac disorders,Yes,5%,714,43,76,All Causality,Trastuzumab,Anti-HER2,Breast Cancer,Phase 3,714
NCT50442191,Cardiac failure,Cardiac disorders,Yes,15%,714,17,22,All Causality,Trastuzumab,Anti-HER2,Breast Cancer,Phase 3,714
NCT53460629,Dyspnea,"Respiratory, thoracic and mediastinal disorders",Yes,5%,982,48,91,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 4,982
NCT53460629,Cardiac failure,Cardiac disorders,Yes,5%,982,5,5,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 4,982
NCT53460629,Cardiac failure,Cardiac disorders,Yes,15%,982,27,41,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 4,982
NCT53460629,Cardiac failure,Cardiac disorders,Yes,15%,982,3,6,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 4,982
NCT53460629,Dyspnea,"Respiratory, thoracic and mediastinal disorders",Yes,15%,982,1,1,All Causality,Trastuzumab,Anti-HER2,Breast Cancer,Phase 4,982
NCT53460629,Infusion related reaction,General disorders and administration site conditions,No,15%,982,46,90,Treatment Emergent,Trastuzumab,Anti-HER2,Breast Cancer,Phase 4,982
NCT94079951,Dyspnea,"Respiratory, thoracic and mediastinal disorders",Yes,10%,421,20,23,All Causality,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 1,421
NCT94079951,Infusion related reaction,General disorders and administration site conditions,No,15%,421,5,6,Treatment Emergent,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 1,421
NCT94079951,Infusion related reaction,General disorders and administration site conditions,No,15%,421,36,43,Treatment Emergent,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 1,421
NCT94079951,Infusion related reaction,General disorders and administration site conditions,No,10%,421,22,25,Treatment Emergent,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 1,421
NCT94079951,Cardiac failure,Cardiac disorders,Yes,5%,421,17,20,All Causality,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 1,421
NCT94079951,Cardiac failure,Cardiac disorders,Yes,10%,421,40,51,Treatment Emergent,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 1,421
NCT94079951,Infusion related reaction,General disorders and administration site conditions,No,5%,421,41,50,Treatment Emergent,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 1,421
NCT94079951,Infusion related reaction,General disorders and administration site conditions,No,15%,421,10,14,All Causality,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 1,421
NCT94079951,Cardiac failure,Cardiac disorders,Yes,10%,421,35,47,All Causality,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 1,421
NCT94079951,Cardiac failure,Cardiac disorders,Yes,5%,421,11,21,Treatment Emergent,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 1,421
NCT94079951,Infusion related reaction,General disorders and administration site conditions,No,15%,421,30,36,Treatment Emergent,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 1,421
NCT94079951,Infusion related reaction,General disorders and administration site conditions,No,5%,421,25,32,All Causality,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 1,421
NCT94079951,Dyspnea,"Respiratory, thoracic and mediastinal disorders",Yes,15%,421,16,17,All Causality,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 1,421
NCT39777525,Dyspnea,"Respiratory, thoracic and mediastinal disorders",Yes,10%,42,1,1,Treatment Emergent,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 2,42
NCT39777525,Infusion related reaction,General disorders and administration site conditions,No,15%,42,4,4,Treatment Emergent,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 2,42
NCT39777525,Cardiac failure,Cardiac disorders,Yes,10%,42,3,5,All Causality,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 2,42
NCT39777525,Cardiac failure,Cardiac disorders,Yes,10%,42,4,5,All Causality,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 2,42
NCT39777525,Infusion related reaction,General disorders and administration site conditions,No,5%,42,3,4,All Causality,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 2,42
NCT39777525,Cardiac failure,Cardiac disorders,Yes,10%,42,2,4,Treatment Emergent,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 2,42
NCT39777525,Cardiac failure,Cardiac disorders,Yes,15%,42,4,7,Treatment Emergent,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 2,42
NCT39777525,Dyspnea,"Respiratory, thoracic and mediastinal disorders",Yes,5%,42,1,1,All Causality,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 2,42
NCT39777525,Cardiac failure,Cardiac disorders,Yes,5%,42,1,1,All Causality,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 2,42
NCT39777525,Dyspnea,"Respiratory, thoracic and mediastinal disorders",Yes,10%,42,2,4,All Causality,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 2,42
NCT39777525,Dyspnea,"Respiratory, thoracic and mediastinal disorders",Yes,15%,42,3,4,All Causality,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 2,42
NCT39777525,Cardiac failure,Cardiac disorders,Yes,5%,42,1,2,All Causality,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 2,42
NCT33301017,Infusion related reaction,General disorders and administration site conditions,No,10%,840,16,18,Treatment Emergent,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 2,840
NCT33301017,Dyspnea,"Respiratory, thoracic and mediastinal disorders",Yes,15%,840,39,75,All Causality,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 2,840
NCT33301017,Cardiac failure,Cardiac disorders,Yes,10%,840,42,82,All Causality,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 2,840
NCT76979198,Infusion related reaction,General disorders and administration site conditions,No,5%,747,13,22,All Causality,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 2,747
NCT76979198,Cardiac failure,Cardiac disorders,Yes,15%,747,7,8,All Causality,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 2,747
NCT76979198,Cardiac failure,Cardiac disorders,Yes,10%,747,30,56,Treatment Emergent,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 2,747
NCT76979198,Dyspnea,"Respiratory, thoracic and mediastinal disorders",Yes,15%,747,12,14,All Causality,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 2,747
NCT76979198,Cardiac failure,Cardiac disorders,Yes,15%,747,24,37,Treatment Emergent,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 2,747
NCT76979198,Dyspnea,"Respiratory, thoracic and mediastinal disorders",Yes,5%,747,12,17,Treatment Emergent,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 2,747
NCT76979198,Cardiac failure,Cardiac disorders,Yes,15%,747,33,39,Treatment Emergent,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 2,747
NCT76979198,Infusion related reaction,General disorders and administration site conditions,No,15%,747,9,18,Treatment Emergent,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 2,747
NCT76979198,Dyspnea,"Respiratory, thoracic and mediastinal disorders",Yes,5%,747,35,59,Treatment Emergent,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 2,747
NCT76979198,Infusion related reaction,General disorders and administration site conditions,No,15%,747,29,43,All Causality,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 2,747
NCT76979198,Dyspnea,"Respiratory, thoracic and mediastinal disorders",Yes,10%,747,1,1,Treatment Emergent,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 2,747
NCT45563241,Dyspnea,"Respiratory, thoracic and mediastinal disorders",Yes,10%,491,3,5,All Causality,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 3,491
NCT45563241,Cardiac failure,Cardiac disorders,Yes,15%,491,13,22,Treatment Emergent,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 3,491
NCT45563241,Infusion related reaction,General disorders and administration site conditions,No,5%,491,19,19,Treatment Emergent,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 3,491
NCT45563241,Cardiac failure,Cardiac disorders,Yes,5%,491,18,20,Treatment Emergent,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 3,491
NCT45563241,Infusion related reaction,General disorders and administration site conditions,No,10%,491,12,12,All Causality,Trastuzumab,Anti-HER2,Gastric Cancer,Phase 3,491
