nct_id,antibody_name,antibody_category,indication,phase,enrollment,adverse_event_term,organ_system,serious,severity,assessed_participants,affected_participants,events,fraction_affected_%,is_failed_candidate,failure_reason,dose_mg_m2,duration_days,reversible,manageable,management_strategy,time_to_onset_days,resolution_days
NCT10732825,Ado-trastuzumab emtansine,Anti-HER2,Lung Cancer,Phase 4,61,Diarrhea,Hepatobiliary disorders,No,Severe,61,13,13,21.31,Yes,Competition,16,302,Yes,No,Supportive care,6,43
NCT70050618,Ado-trastuzumab emtansine,Anti-HER2,Breast Cancer,Phase 3,78,Infusion-related reaction,Cardiac disorders,No,Moderate,78,21,24,26.92,Yes,Lack of efficacy,2,98,Yes,No,Dose reduction,2,49
NCT61586628,Ado-trastuzumab emtansine,Anti-HER2,Colorectal Cancer,Phase 3,45,Arthralgia,Musculoskeletal disorders,No,Severe,45,10,15,22.22,Yes,Regulatory issues,8,116,No,Yes,Treatment interruption,27,71
NCT73024348,Ado-trastuzumab emtansine,Anti-HER2,Breast Cancer,Phase 4,345,Pneumonitis,Blood disorders,No,Severe,345,31,31,8.99,No,,12,221,Yes,No,Treatment interruption,8,44
NCT16686262,Ado-trastuzumab emtansine,Anti-HER2,Rheumatoid Arthritis,Phase 3,467,Pneumonitis,Skin disorders,No,Mild,467,126,130,26.98,No,,3,207,Yes,No,Treatment interruption,21,74
NCT91140489,Ado-trastuzumab emtansine,Anti-HER2,Multiple Myeloma,Phase 2,227,Hyperthyroidism,Endocrine disorders,No,Mild,227,22,23,9.69,No,,3,112,No,No,Dose reduction,14,11
NCT85566041,Ado-trastuzumab emtansine,Anti-HER2,Breast Cancer,Phase 4,167,Cardiotoxicity,Musculoskeletal disorders,No,Mild,167,37,41,22.16,Yes,Competition,19,36,No,Yes,Supportive care,4,31
NCT79991176,Ado-trastuzumab emtansine,Anti-HER2,Breast Cancer,Phase 4,63,Hepatotoxicity,Gastrointestinal disorders,No,Mild,63,16,19,25.4,No,,2,188,Yes,Yes,Supportive care,3,41
NCT93072342,Ado-trastuzumab emtansine,Anti-HER2,Breast Cancer,Phase 2,240,Fatigue,Hepatobiliary disorders,Yes,Severe,240,19,22,7.92,No,,7,62,Yes,Yes,Discontinuation,16,27
NCT95493286,Ado-trastuzumab emtansine,Anti-HER2,Melanoma,Phase 2,33,Fatigue,Cardiac disorders,Yes,Mild,33,3,4,9.09,No,,5,39,Yes,Yes,Discontinuation,5,59
NCT23251205,Ado-trastuzumab emtansine,Anti-HER2,Non-Hodgkin Lymphoma,Phase 3,459,Nausea,Blood disorders,No,Mild,459,108,112,23.53,No,,7,136,No,No,Dose reduction,16,84
NCT61273927,Ado-trastuzumab emtansine,Anti-HER2,Non-Hodgkin Lymphoma,Phase 3,151,Rash,General disorders,Yes,Severe,151,20,23,13.25,No,,9,171,Yes,No,Treatment interruption,25,18
NCT88575835,Ado-trastuzumab emtansine,Anti-HER2,Multiple Sclerosis,Phase 1,209,Rash,Musculoskeletal disorders,Yes,Severe,209,44,45,21.05,Yes,Competition,17,357,No,No,Supportive care,14,18
NCT68311433,Ado-trastuzumab emtansine,Anti-HER2,Multiple Myeloma,Phase 2,111,Neutropenia,Hepatobiliary disorders,No,Mild,111,1,3,0.9,No,,13,146,Yes,No,Treatment interruption,25,14
NCT62156607,Ado-trastuzumab emtansine,Anti-HER2,Breast Cancer,Phase 3,349,Nausea,Gastrointestinal disorders,No,Mild,349,37,37,10.6,No,,2,179,Yes,No,Treatment interruption,14,7
NCT88338596,Ado-trastuzumab emtansine,Anti-HER2,Breast Cancer,Phase 3,299,Fatigue,Hepatobiliary disorders,No,Mild,299,69,71,23.08,No,,15,91,No,Yes,Supportive care,12,40
NCT31993878,Ado-trastuzumab emtansine,Anti-HER2,Non-Hodgkin Lymphoma,Phase 4,134,Arthralgia,General disorders,No,Mild,134,9,13,6.72,No,,5,244,No,Yes,Discontinuation,19,8
NCT89601550,Ado-trastuzumab emtansine,Anti-HER2,Multiple Sclerosis,Phase 3,485,Colitis,Respiratory disorders,No,Mild,485,75,77,15.46,No,,19,191,No,No,Supportive care,5,34
NCT36440977,Pembrolizumab,Anti-PD-1,Rheumatoid Arthritis,Phase 1,152,Rash,Blood disorders,No,Severe,152,29,29,19.08,No,,5,96,No,No,Dose reduction,15,63
NCT27090965,Pembrolizumab,Anti-PD-1,Multiple Sclerosis,Phase 3,78,Infusion-related reaction,Hepatobiliary disorders,No,Severe,78,17,20,21.79,No,,1,226,No,Yes,Dose reduction,21,48
NCT86237704,Pembrolizumab,Anti-PD-1,Melanoma,Phase 2,315,Infusion-related reaction,Hepatobiliary disorders,No,Mild,315,76,76,24.13,No,,11,174,Yes,No,Dose reduction,5,72
NCT25465280,Pembrolizumab,Anti-PD-1,Breast Cancer,Phase 4,486,Neutropenia,Endocrine disorders,No,Mild,486,111,116,22.84,No,,20,75,Yes,No,Supportive care,14,64
NCT66051877,Pembrolizumab,Anti-PD-1,Colorectal Cancer,Phase 1,69,Rash,Blood disorders,No,Mild,69,7,11,10.14,No,,6,84,Yes,No,Dose reduction,20,74
NCT89464074,Pembrolizumab,Anti-PD-1,Melanoma,Phase 4,486,Hepatotoxicity,Skin disorders,No,Severe,486,39,42,8.02,No,,4,105,No,Yes,Treatment interruption,12,79
NCT86871013,Pembrolizumab,Anti-PD-1,Multiple Sclerosis,Phase 1,470,Infusion-related reaction,Gastrointestinal disorders,No,Mild,470,96,100,20.43,No,,16,290,No,Yes,Supportive care,16,19
NCT81659550,Pembrolizumab,Anti-PD-1,Non-Hodgkin Lymphoma,Phase 2,119,Arthralgia,General disorders,Yes,Severe,119,26,27,21.85,No,,7,39,No,No,Dose reduction,7,72
NCT99161570,Pembrolizumab,Anti-PD-1,Rheumatoid Arthritis,Phase 4,480,Pneumonitis,Skin disorders,No,Mild,480,68,72,14.17,No,,1,166,No,No,Supportive care,28,35
NCT80457614,Pembrolizumab,Anti-PD-1,Melanoma,Phase 4,30,Anemia,General disorders,Yes,Mild,30,2,5,6.67,No,,13,280,No,No,Treatment interruption,28,52
NCT50745819,Pembrolizumab,Anti-PD-1,Multiple Sclerosis,Phase 2,193,Colitis,Musculoskeletal disorders,No,Moderate,193,17,19,8.81,No,,16,123,No,No,Treatment interruption,4,23
NCT50271337,Pembrolizumab,Anti-PD-1,Colorectal Cancer,Phase 1,327,Fatigue,General disorders,No,Moderate,327,74,76,22.63,No,,18,112,Yes,No,Treatment interruption,17,48
NCT36284306,Pembrolizumab,Anti-PD-1,Multiple Myeloma,Phase 4,301,Neutropenia,Respiratory disorders,No,Moderate,301,74,77,24.58,No,,17,225,Yes,Yes,Dose reduction,15,26
NCT28821735,Pembrolizumab,Anti-PD-1,Multiple Sclerosis,Phase 4,396,Cardiotoxicity,Endocrine disorders,No,Mild,396,27,28,6.82,No,,11,95,No,No,Dose reduction,15,43
NCT79398013,Pembrolizumab,Anti-PD-1,Lung Cancer,Phase 3,38,Anemia,Skin disorders,No,Moderate,38,4,8,10.53,No,,5,65,Yes,No,Supportive care,17,80
NCT23565374,Pembrolizumab,Anti-PD-1,Breast Cancer,Phase 1,151,Nausea,General disorders,No,Moderate,151,44,48,29.14,No,,11,297,No,Yes,Treatment interruption,23,69
NCT98892114,Pembrolizumab,Anti-PD-1,Non-Hodgkin Lymphoma,Phase 2,63,Diarrhea,General disorders,No,Mild,63,15,17,23.81,No,,7,80,No,Yes,Discontinuation,14,10
NCT70564854,Pembrolizumab,Anti-PD-1,Multiple Myeloma,Phase 1,491,Hyperthyroidism,Hepatobiliary disorders,No,Severe,491,45,50,9.16,Yes,Safety concerns,6,116,No,Yes,Dose reduction,24,29
NCT25048944,Pembrolizumab,Anti-PD-1,Breast Cancer,Phase 3,337,Fatigue,Musculoskeletal disorders,No,Moderate,337,34,36,10.09,No,,10,237,No,Yes,Discontinuation,8,86
NCT85430249,Pembrolizumab,Anti-PD-1,Multiple Myeloma,Phase 3,165,Anemia,Respiratory disorders,No,Severe,165,21,21,12.73,Yes,Regulatory issues,18,107,Yes,No,Discontinuation,1,86
NCT97805553,Pembrolizumab,Anti-PD-1,Non-Hodgkin Lymphoma,Phase 1,314,Arthralgia,Respiratory disorders,No,Mild,314,53,55,16.88,No,,13,257,No,Yes,Discontinuation,9,4
NCT49118569,Pembrolizumab,Anti-PD-1,Melanoma,Phase 1,104,Colitis,Respiratory disorders,No,Severe,104,2,3,1.92,Yes,Competition,16,291,Yes,No,Treatment interruption,17,33
NCT74923634,Pembrolizumab,Anti-PD-1,Non-Hodgkin Lymphoma,Phase 2,131,Pneumonitis,Cardiac disorders,No,Mild,131,1,2,0.76,No,,5,225,Yes,No,Supportive care,14,71
NCT26358559,Pembrolizumab,Anti-PD-1,Non-Hodgkin Lymphoma,Phase 4,43,Infusion-related reaction,Skin disorders,Yes,Moderate,43,9,14,20.93,No,,19,135,No,No,Discontinuation,24,90
NCT68613234,Pembrolizumab,Anti-PD-1,Multiple Myeloma,Phase 1,450,Diarrhea,Respiratory disorders,No,Mild,450,129,132,28.67,No,,10,180,Yes,Yes,Supportive care,24,84
NCT15268827,Pembrolizumab,Anti-PD-1,Breast Cancer,Phase 1,26,Hyperthyroidism,Endocrine disorders,No,Mild,26,6,9,23.08,No,,4,104,No,No,Supportive care,4,3
NCT24585096,Pembrolizumab,Anti-PD-1,Rheumatoid Arthritis,Phase 1,412,Hyperthyroidism,Musculoskeletal disorders,No,Mild,412,41,42,9.95,No,,9,83,No,No,Discontinuation,12,27
NCT16833500,Pembrolizumab,Anti-PD-1,Multiple Sclerosis,Phase 3,474,Arthralgia,Musculoskeletal disorders,No,Moderate,474,15,20,3.16,No,,7,80,No,Yes,Discontinuation,23,79
NCT10186078,Pembrolizumab,Anti-PD-1,Rheumatoid Arthritis,Phase 1,300,Diarrhea,Musculoskeletal disorders,Yes,Mild,300,78,79,26.0,No,,10,355,No,Yes,Dose reduction,27,75
NCT34799376,Pembrolizumab,Anti-PD-1,Colorectal Cancer,Phase 4,409,Nausea,Hepatobiliary disorders,No,Moderate,409,55,60,13.45,No,,13,70,No,No,Dose reduction,6,68
NCT82478166,Pembrolizumab,Anti-PD-1,Non-Hodgkin Lymphoma,Phase 4,347,Colitis,Blood disorders,Yes,Severe,347,27,28,7.78,No,,6,349,Yes,No,Treatment interruption,26,35
NCT97740228,Pembrolizumab,Anti-PD-1,Breast Cancer,Phase 2,137,Neutropenia,Cardiac disorders,Yes,Severe,137,37,38,27.01,Yes,Safety concerns,1,155,No,Yes,Treatment interruption,13,60
NCT21156424,Pembrolizumab,Anti-PD-1,Colorectal Cancer,Phase 1,241,Hyperthyroidism,Hepatobiliary disorders,No,Mild,241,65,66,26.97,No,,17,278,Yes,Yes,Dose reduction,29,37
NCT96100742,Pembrolizumab,Anti-PD-1,Non-Hodgkin Lymphoma,Phase 4,66,Rash,Hepatobiliary disorders,No,Severe,66,2,6,3.03,Yes,Safety concerns,1,164,No,Yes,Supportive care,5,89
NCT34190508,Pembrolizumab,Anti-PD-1,Multiple Myeloma,Phase 3,325,Fatigue,Cardiac disorders,Yes,Mild,325,5,9,1.54,No,,7,41,No,Yes,Dose reduction,17,37
NCT73980913,Pembrolizumab,Anti-PD-1,Rheumatoid Arthritis,Phase 3,435,Arthralgia,Skin disorders,Yes,Mild,435,98,100,22.53,No,,9,276,No,No,Discontinuation,19,85
NCT27374050,Pembrolizumab,Anti-PD-1,Multiple Sclerosis,Phase 3,249,Arthralgia,Gastrointestinal disorders,Yes,Moderate,249,34,34,13.65,Yes,Competition,18,189,No,No,Supportive care,9,61
NCT58234029,Pembrolizumab,Anti-PD-1,Multiple Sclerosis,Phase 2,104,Cardiotoxicity,Blood disorders,No,Mild,104,18,21,17.31,No,,14,176,Yes,Yes,Discontinuation,14,5
NCT90475015,Pembrolizumab,Anti-PD-1,Multiple Myeloma,Phase 2,430,Diarrhea,Skin disorders,No,Moderate,430,111,116,25.81,No,,3,214,Yes,Yes,Discontinuation,27,64
NCT99867446,Pembrolizumab,Anti-PD-1,Colorectal Cancer,Phase 4,253,Fatigue,Musculoskeletal disorders,No,Moderate,253,31,33,12.25,Yes,Competition,8,286,No,Yes,Treatment interruption,26,33
NCT44235002,Pembrolizumab,Anti-PD-1,Colorectal Cancer,Phase 2,249,Rash,Cardiac disorders,Yes,Moderate,249,42,45,16.87,No,,3,345,Yes,No,Dose reduction,29,11
NCT30606606,Pembrolizumab,Anti-PD-1,Melanoma,Phase 1,115,Cardiotoxicity,Skin disorders,No,Moderate,115,15,19,13.04,No,,14,128,No,Yes,Supportive care,4,14
NCT41192389,Pembrolizumab,Anti-PD-1,Multiple Myeloma,Phase 2,47,Arthralgia,Hepatobiliary disorders,No,Moderate,47,7,8,14.89,No,,19,70,Yes,No,Treatment interruption,27,17
NCT56569410,Pembrolizumab,Anti-PD-1,Rheumatoid Arthritis,Phase 2,51,Nausea,General disorders,No,Severe,51,2,7,3.92,Yes,Lack of efficacy,8,91,Yes,No,Treatment interruption,30,76
NCT37596292,Pembrolizumab,Anti-PD-1,Lung Cancer,Phase 4,184,Colitis,Gastrointestinal disorders,No,Mild,184,38,40,20.65,No,,7,272,Yes,No,Treatment interruption,3,84
NCT87121719,Pembrolizumab,Anti-PD-1,Breast Cancer,Phase 2,212,Hyperthyroidism,Skin disorders,No,Moderate,212,45,47,21.23,No,,8,81,Yes,No,Supportive care,23,1
NCT50423111,Pembrolizumab,Anti-PD-1,Breast Cancer,Phase 1,307,Anemia,Hepatobiliary disorders,No,Moderate,307,38,39,12.38,No,,1,216,Yes,No,Dose reduction,11,50
NCT97933123,Pembrolizumab,Anti-PD-1,Breast Cancer,Phase 3,254,Nausea,Gastrointestinal disorders,No,Mild,254,51,53,20.08,No,,4,97,No,Yes,Treatment interruption,25,74
NCT14794201,Pembrolizumab,Anti-PD-1,Lung Cancer,Phase 2,427,Pneumonitis,Skin disorders,Yes,Severe,427,18,18,4.22,No,,1,313,Yes,Yes,Dose reduction,17,44
NCT52030667,Pembrolizumab,Anti-PD-1,Lung Cancer,Phase 3,190,Pneumonitis,Skin disorders,No,Moderate,190,24,29,12.63,No,,19,32,No,No,Dose reduction,16,34
NCT74239131,Pembrolizumab,Anti-PD-1,Rheumatoid Arthritis,Phase 4,244,Pneumonitis,Hepatobiliary disorders,No,Mild,244,51,53,20.9,No,,2,151,Yes,No,Dose reduction,10,79
NCT62351758,Pembrolizumab,Anti-PD-1,Multiple Sclerosis,Phase 1,122,Neutropenia,General disorders,No,Mild,122,26,29,21.31,No,,7,39,Yes,Yes,Dose reduction,9,34
NCT92335518,Pembrolizumab,Anti-PD-1,Non-Hodgkin Lymphoma,Phase 1,375,Anemia,Endocrine disorders,No,Mild,375,12,14,3.2,No,,19,88,No,No,Discontinuation,18,47
NCT74312416,Pembrolizumab,Anti-PD-1,Colorectal Cancer,Phase 4,362,Fatigue,Musculoskeletal disorders,No,Mild,362,63,66,17.4,No,,15,236,No,Yes,Supportive care,17,25
NCT55132820,Pembrolizumab,Anti-PD-1,Colorectal Cancer,Phase 1,408,Infusion-related reaction,Endocrine disorders,No,Moderate,408,36,41,8.82,No,,5,274,No,No,Supportive care,4,14
NCT85157142,Pembrolizumab,Anti-PD-1,Rheumatoid Arthritis,Phase 1,492,Anemia,General disorders,Yes,Severe,492,89,90,18.09,Yes,Safety concerns,1,88,Yes,No,Supportive care,28,18
NCT58310186,Pembrolizumab,Anti-PD-1,Non-Hodgkin Lymphoma,Phase 4,117,Hepatotoxicity,Endocrine disorders,No,Severe,117,22,24,18.8,No,,13,62,No,No,Discontinuation,2,11
NCT15424779,Pembrolizumab,Anti-PD-1,Multiple Sclerosis,Phase 2,231,Infusion-related reaction,Musculoskeletal disorders,No,Severe,231,52,54,22.51,No,,2,108,No,Yes,Dose reduction,9,66
NCT61053333,Pembrolizumab,Anti-PD-1,Breast Cancer,Phase 3,396,Arthralgia,Cardiac disorders,No,Moderate,396,110,112,27.78,No,,1,153,No,No,Supportive care,7,51
NCT19132895,Pembrolizumab,Anti-PD-1,Melanoma,Phase 1,131,Anemia,Musculoskeletal disorders,No,Moderate,131,4,7,3.05,Yes,Safety concerns,9,277,Yes,No,Treatment interruption,16,55
NCT42158876,Pembrolizumab,Anti-PD-1,Colorectal Cancer,Phase 1,127,Hypothyroidism,Respiratory disorders,No,Moderate,127,30,33,23.62,No,,17,324,Yes,Yes,Discontinuation,19,1
NCT24546828,Nivolumab,Anti-PD-1,Colorectal Cancer,Phase 2,274,Colitis,Cardiac disorders,Yes,Mild,274,49,53,17.88,No,,12,205,No,No,Dose reduction,20,63
NCT46147278,Nivolumab,Anti-PD-1,Breast Cancer,Phase 1,46,Hepatotoxicity,Cardiac disorders,No,Severe,46,7,8,15.22,No,,3,83,No,Yes,Treatment interruption,3,2
NCT50099854,Nivolumab,Anti-PD-1,Lung Cancer,Phase 3,27,Colitis,Cardiac disorders,No,Mild,27,4,5,14.81,No,,9,363,Yes,No,Discontinuation,20,33
NCT99613799,Nivolumab,Anti-PD-1,Lung Cancer,Phase 1,36,Neutropenia,Gastrointestinal disorders,Yes,Severe,36,1,5,2.78,No,,15,254,Yes,Yes,Discontinuation,21,57
NCT10745994,Nivolumab,Anti-PD-1,Non-Hodgkin Lymphoma,Phase 3,159,Hyperthyroidism,Respiratory disorders,No,Mild,159,11,16,6.92,No,,12,320,Yes,No,Dose reduction,22,14
NCT18366991,Nivolumab,Anti-PD-1,Lung Cancer,Phase 1,211,Rash,Gastrointestinal disorders,No,Moderate,211,62,64,29.38,No,,5,262,No,No,Treatment interruption,26,86
NCT66412570,Nivolumab,Anti-PD-1,Breast Cancer,Phase 3,138,Infusion-related reaction,Gastrointestinal disorders,No,Moderate,138,39,39,28.26,No,,12,67,Yes,No,Discontinuation,20,28
NCT50568649,Nivolumab,Anti-PD-1,Melanoma,Phase 1,370,Anemia,Musculoskeletal disorders,No,Mild,370,44,45,11.89,No,,3,86,No,No,Discontinuation,12,58
NCT16259995,Nivolumab,Anti-PD-1,Multiple Myeloma,Phase 2,442,Infusion-related reaction,Musculoskeletal disorders,No,Mild,442,129,134,29.19,No,,1,33,Yes,Yes,Discontinuation,6,74
NCT66695499,Nivolumab,Anti-PD-1,Colorectal Cancer,Phase 1,268,Colitis,Hepatobiliary disorders,No,Severe,268,75,80,27.99,No,,16,226,Yes,Yes,Supportive care,24,32
NCT63480113,Nivolumab,Anti-PD-1,Melanoma,Phase 2,262,Rash,Respiratory disorders,No,Severe,262,72,73,27.48,No,,14,211,No,Yes,Treatment interruption,18,78
NCT19087815,Nivolumab,Anti-PD-1,Multiple Sclerosis,Phase 4,466,Pneumonitis,Gastrointestinal disorders,No,Moderate,466,117,119,25.11,No,,12,327,Yes,Yes,Supportive care,12,58
NCT62631842,Nivolumab,Anti-PD-1,Multiple Sclerosis,Phase 1,321,Pneumonitis,Cardiac disorders,Yes,Severe,321,96,96,29.91,Yes,Competition,5,271,Yes,Yes,Treatment interruption,28,70
NCT37921494,Nivolumab,Anti-PD-1,Breast Cancer,Phase 3,178,Anemia,Endocrine disorders,No,Moderate,178,7,8,3.93,No,,6,249,Yes,No,Discontinuation,21,17
NCT56474351,Nivolumab,Anti-PD-1,Non-Hodgkin Lymphoma,Phase 4,170,Fatigue,Gastrointestinal disorders,No,Mild,170,33,33,19.41,No,,15,48,No,Yes,Discontinuation,9,23
NCT32763731,Nivolumab,Anti-PD-1,Multiple Myeloma,Phase 1,449,Rash,Gastrointestinal disorders,No,Moderate,449,125,129,27.84,No,,2,309,No,Yes,Dose reduction,8,3
NCT89252883,Nivolumab,Anti-PD-1,Breast Cancer,Phase 4,448,Anemia,General disorders,No,Severe,448,93,93,20.76,Yes,Lack of efficacy,13,183,Yes,Yes,Dose reduction,26,23
NCT52832144,Nivolumab,Anti-PD-1,Melanoma,Phase 4,41,Pneumonitis,Respiratory disorders,No,Moderate,41,11,16,26.83,No,,2,237,No,Yes,Dose reduction,26,43
NCT47658965,Nivolumab,Anti-PD-1,Multiple Sclerosis,Phase 2,146,Pneumonitis,Respiratory disorders,No,Moderate,146,38,42,26.03,No,,3,148,Yes,No,Treatment interruption,4,61
NCT46711346,Nivolumab,Anti-PD-1,Lung Cancer,Phase 3,311,Anemia,Skin disorders,Yes,Severe,311,85,88,27.33,Yes,Competition,4,42,No,No,Treatment interruption,11,39
NCT80497102,Nivolumab,Anti-PD-1,Lung Cancer,Phase 2,60,Hepatotoxicity,Hepatobiliary disorders,Yes,Moderate,60,5,5,8.33,Yes,Lack of efficacy,8,262,Yes,Yes,Discontinuation,6,9
NCT27542751,Nivolumab,Anti-PD-1,Colorectal Cancer,Phase 3,415,Rash,Gastrointestinal disorders,Yes,Severe,415,101,104,24.34,No,,17,159,Yes,No,Supportive care,16,6
NCT38205283,Nivolumab,Anti-PD-1,Melanoma,Phase 3,93,Colitis,General disorders,No,Severe,93,7,10,7.53,No,,18,178,No,Yes,Dose reduction,23,15
NCT28774100,Nivolumab,Anti-PD-1,Rheumatoid Arthritis,Phase 2,403,Cardiotoxicity,Endocrine disorders,No,Mild,403,19,20,4.71,No,,5,271,No,Yes,Discontinuation,23,29
NCT96841776,Nivolumab,Anti-PD-1,Breast Cancer,Phase 2,311,Neutropenia,General disorders,No,Mild,311,13,18,4.18,No,,3,291,No,No,Treatment interruption,27,37
NCT30943855,Nivolumab,Anti-PD-1,Rheumatoid Arthritis,Phase 1,459,Hypothyroidism,Hepatobiliary disorders,No,Mild,459,44,49,9.59,No,,12,338,No,No,Discontinuation,13,1
NCT25619198,Nivolumab,Anti-PD-1,Lung Cancer,Phase 2,467,Colitis,Gastrointestinal disorders,No,Mild,467,16,17,3.43,No,,6,286,Yes,Yes,Supportive care,3,22
NCT86539260,Nivolumab,Anti-PD-1,Breast Cancer,Phase 2,196,Hyperthyroidism,Skin disorders,No,Mild,196,18,21,9.18,No,,11,203,Yes,No,Treatment interruption,2,69
NCT58278058,Nivolumab,Anti-PD-1,Lung Cancer,Phase 4,417,Thrombocytopenia,Blood disorders,No,Severe,417,91,96,21.82,No,,15,145,Yes,Yes,Treatment interruption,12,61
NCT69673016,Nivolumab,Anti-PD-1,Lung Cancer,Phase 2,454,Colitis,General disorders,No,Mild,454,31,34,6.83,No,,7,193,Yes,No,Treatment interruption,10,75
NCT21911260,Nivolumab,Anti-PD-1,Lung Cancer,Phase 4,452,Pneumonitis,Musculoskeletal disorders,Yes,Moderate,452,50,55,11.06,No,,15,164,Yes,Yes,Supportive care,25,10
NCT33713694,Nivolumab,Anti-PD-1,Melanoma,Phase 1,462,Hypothyroidism,Gastrointestinal disorders,No,Severe,462,90,93,19.48,No,,2,218,No,Yes,Dose reduction,7,23
NCT32809939,Nivolumab,Anti-PD-1,Non-Hodgkin Lymphoma,Phase 3,73,Thrombocytopenia,Cardiac disorders,No,Severe,73,2,4,2.74,No,,17,203,No,No,Dose reduction,2,82
NCT79343541,Nivolumab,Anti-PD-1,Melanoma,Phase 1,83,Hyperthyroidism,Blood disorders,No,Mild,83,17,20,20.48,No,,8,337,No,No,Treatment interruption,9,20
NCT21703661,Nivolumab,Anti-PD-1,Colorectal Cancer,Phase 4,135,Pneumonitis,Gastrointestinal disorders,No,Mild,135,30,31,22.22,No,,3,236,No,Yes,Discontinuation,22,82
NCT12070460,Nivolumab,Anti-PD-1,Breast Cancer,Phase 4,381,Hyperthyroidism,Blood disorders,No,Mild,381,67,67,17.59,No,,7,157,No,Yes,Treatment interruption,10,40
NCT60158133,Nivolumab,Anti-PD-1,Lung Cancer,Phase 2,290,Infusion-related reaction,Musculoskeletal disorders,Yes,Mild,290,81,84,27.93,No,,15,84,No,No,Supportive care,18,76
NCT47447597,Nivolumab,Anti-PD-1,Melanoma,Phase 4,82,Cardiotoxicity,Gastrointestinal disorders,No,Mild,82,5,10,6.1,No,,7,187,Yes,Yes,Dose reduction,7,53
NCT61304279,Nivolumab,Anti-PD-1,Breast Cancer,Phase 2,471,Anemia,Gastrointestinal disorders,No,Mild,471,30,30,6.37,No,,3,174,No,Yes,Supportive care,9,48
NCT41632649,Nivolumab,Anti-PD-1,Melanoma,Phase 4,436,Colitis,Cardiac disorders,No,Moderate,436,117,120,26.83,No,,9,78,Yes,Yes,Dose reduction,28,52
NCT23080545,Nivolumab,Anti-PD-1,Non-Hodgkin Lymphoma,Phase 2,127,Diarrhea,Skin disorders,No,Severe,127,23,24,18.11,No,,15,167,Yes,Yes,Discontinuation,19,19
NCT84896261,Nivolumab,Anti-PD-1,Colorectal Cancer,Phase 2,382,Pneumonitis,Respiratory disorders,No,Moderate,382,69,74,18.06,Yes,Competition,5,37,Yes,No,Treatment interruption,29,14
NCT65526339,Nivolumab,Anti-PD-1,Multiple Sclerosis,Phase 1,163,Cardiotoxicity,Skin disorders,No,Mild,163,28,30,17.18,No,,19,145,Yes,No,Supportive care,6,47
NCT87695573,Nivolumab,Anti-PD-1,Melanoma,Phase 3,392,Pneumonitis,General disorders,Yes,Moderate,392,98,98,25.0,No,,8,344,Yes,Yes,Supportive care,1,61
NCT32314714,Nivolumab,Anti-PD-1,Colorectal Cancer,Phase 1,407,Rash,Hepatobiliary disorders,No,Mild,407,94,97,23.1,No,,19,263,Yes,Yes,Dose reduction,25,82
NCT60021795,Nivolumab,Anti-PD-1,Colorectal Cancer,Phase 3,55,Anemia,Musculoskeletal disorders,No,Mild,55,9,11,16.36,No,,5,230,Yes,No,Treatment interruption,6,29
NCT89441871,Nivolumab,Anti-PD-1,Multiple Sclerosis,Phase 3,302,Hyperthyroidism,Skin disorders,No,Mild,302,37,42,12.25,No,,10,315,Yes,Yes,Treatment interruption,18,41
NCT56904306,Nivolumab,Anti-PD-1,Multiple Sclerosis,Phase 1,448,Hepatotoxicity,General disorders,No,Mild,448,128,133,28.57,No,,8,134,Yes,No,Dose reduction,29,6
NCT20722130,Nivolumab,Anti-PD-1,Melanoma,Phase 3,311,Pneumonitis,Hepatobiliary disorders,No,Severe,311,68,70,21.86,Yes,Lack of efficacy,20,290,No,Yes,Supportive care,8,54
NCT27323755,Nivolumab,Anti-PD-1,Non-Hodgkin Lymphoma,Phase 1,86,Neutropenia,Skin disorders,No,Mild,86,12,13,13.95,No,,14,263,No,No,Supportive care,28,88
NCT60614899,Nivolumab,Anti-PD-1,Rheumatoid Arthritis,Phase 4,249,Hypothyroidism,Hepatobiliary disorders,No,Mild,249,62,66,24.9,No,,16,280,No,No,Supportive care,7,56
NCT93218781,Nivolumab,Anti-PD-1,Rheumatoid Arthritis,Phase 1,33,Hyperthyroidism,Gastrointestinal disorders,Yes,Moderate,33,3,3,9.09,Yes,Lack of efficacy,11,197,No,Yes,Supportive care,28,85
NCT11766521,Nivolumab,Anti-PD-1,Multiple Myeloma,Phase 3,44,Diarrhea,Blood disorders,No,Mild,44,5,10,11.36,No,,7,118,Yes,No,Dose reduction,19,15
NCT80947598,Nivolumab,Anti-PD-1,Multiple Myeloma,Phase 3,290,Arthralgia,Skin disorders,Yes,Moderate,290,12,14,4.14,No,,6,266,Yes,Yes,Dose reduction,29,7
NCT89107880,Nivolumab,Anti-PD-1,Lung Cancer,Phase 2,309,Neutropenia,Respiratory disorders,No,Mild,309,50,52,16.18,No,,14,140,Yes,No,Discontinuation,15,27
NCT49261477,Nivolumab,Anti-PD-1,Non-Hodgkin Lymphoma,Phase 4,435,Rash,Blood disorders,Yes,Mild,435,44,45,10.11,No,,18,185,No,No,Treatment interruption,4,51
