Antibody_Name,Antibody_Type,Indication,Phase,Dose_mg_m2,Dose_Frequency,Enrollment,Duration_Days,Age_Range,Gender,ECOG_Performance,Adverse_Event,Organ_System,Severity,Affected_Patients,Fraction_Affected_%,Reversible,Manageable,Management_Strategy,Time_to_Onset_Days,Resolution_Days,Dose_Reduction_Required,Treatment_Discontinuation,Fatal_Outcome
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 1,1800,Weekly,214,84,25-77,Female only,0-1,Severe Hepatotoxicity,Hepatic,Severe,18,8.41,Partial,Yes,"Liver function monitoring, dose adjustment",75,27,Yes,No,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 2,8,Bi-weekly,135,176,38-72,All,1-2,Severe Pneumonitis,Respiratory,Severe,11,8.15,Partial,Yes,"Corticosteroids, oxygen therapy",36,20,No,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 2,16,Monthly,112,36,48-70,Male only,1-2,Cardiac Toxicity,Cardiovascular,Severe,9,8.04,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",43,54,No,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 2,16,Monthly,112,36,48-70,Male only,1-2,Severe Neuropathy,Neurological,Severe,9,8.04,Partial,Yes,"Dose reduction, pain management",24,22,Yes,No,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 3,16,Bi-weekly,233,204,31-80,All,0-1,Severe Thrombocytopenia,Hematological,Severe,18,7.73,Yes,Yes,"Platelet transfusion, dose adjustment",39,35,Yes,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 2,8,Bi-weekly,135,176,38-72,All,1-2,Severe Hepatotoxicity,Hepatic,Severe,10,7.41,Partial,Yes,"Liver function monitoring, dose adjustment",52,47,No,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 2,16,Monthly,112,36,48-70,Male only,1-2,Anaphylaxis,Immunological,Severe,8,7.14,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",33,41,No,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 3,8,Every 3 weeks,157,107,46-67,Female only,1-2,Cytokine Release Syndrome,Immunological,Severe,11,7.01,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",36,49,Yes,No,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 1,1800,Bi-weekly,100,191,39-67,Female only,0-1,Anaphylaxis,Immunological,Severe,7,7.0,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",73,53,Yes,No,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 3,16,Monthly,229,300,36-67,Male only,0-3,Severe Myocarditis,Cardiovascular,Severe,16,6.99,Partial,Yes,"Corticosteroids, cardiac support",29,8,Yes,No,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 1,16,Weekly,288,304,56-68,All,1-2,Severe Neutropenia,Hematological,Severe,20,6.94,Yes,Yes,"G-CSF, antibiotics, dose reduction",4,29,No,No,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 3,1800,Monthly,103,90,24-78,All,1-2,Severe Pneumonitis,Respiratory,Severe,7,6.8,Partial,Yes,"Corticosteroids, oxygen therapy",46,41,Yes,No,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 2,16,Bi-weekly,255,332,36-71,All,0-3,Severe Hepatotoxicity,Hepatic,Severe,17,6.67,Partial,Yes,"Liver function monitoring, dose adjustment",49,11,Yes,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 1,16,Weekly,288,304,56-68,All,1-2,Cardiac Toxicity,Cardiovascular,Severe,19,6.6,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",27,43,No,No,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 2,16,Monthly,112,36,48-70,Male only,1-2,Severe Myocarditis,Cardiovascular,Severe,7,6.25,Partial,Yes,"Corticosteroids, cardiac support",51,27,Yes,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 2,8,Bi-weekly,135,176,38-72,All,1-2,Severe Neutropenia,Hematological,Severe,8,5.93,Yes,Yes,"G-CSF, antibiotics, dose reduction",11,21,No,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 3,16,Monthly,132,362,32-84,Male only,0-2,Anaphylaxis,Immunological,Severe,7,5.3,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",21,11,No,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 3,16,Monthly,229,300,36-67,Male only,0-3,Cardiac Toxicity,Cardiovascular,Severe,12,5.24,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",66,9,Yes,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 1,16,Weekly,288,304,56-68,All,1-2,Cardiac Toxicity,Cardiovascular,Severe,14,4.86,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",56,53,No,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 3,16,Bi-weekly,233,204,31-80,All,0-1,Severe Neutropenia,Hematological,Severe,11,4.72,Yes,Yes,"G-CSF, antibiotics, dose reduction",89,6,No,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 2,16,Bi-weekly,255,332,36-71,All,0-3,Cytokine Release Syndrome,Immunological,Severe,12,4.71,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",29,4,Yes,No,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 1,8,Every 3 weeks,130,85,40-65,Male only,0-2,Severe Colitis,Gastrointestinal,Severe,6,4.62,Yes,Yes,"Corticosteroids, infliximab",64,45,No,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 1,16,Every 3 weeks,350,43,38-71,All,0-1,Severe Colitis,Gastrointestinal,Severe,14,4.0,Yes,Yes,"Corticosteroids, infliximab",75,54,Yes,No,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 1,1800,Bi-weekly,100,191,39-67,Female only,0-1,Severe Thrombocytopenia,Hematological,Severe,4,4.0,Yes,Yes,"Platelet transfusion, dose adjustment",18,4,Yes,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 3,1800,Weekly,459,235,22-84,Female only,0-1,Cytokine Release Syndrome,Immunological,Severe,18,3.92,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",20,16,Yes,No,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 2,8,Every 3 weeks,334,180,50-65,Male only,0-3,Severe Pneumonitis,Respiratory,Severe,13,3.89,Partial,Yes,"Corticosteroids, oxygen therapy",43,55,Yes,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 3,1800,Monthly,103,90,24-78,All,1-2,Anaphylaxis,Immunological,Severe,4,3.88,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",90,42,No,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 3,8,Bi-weekly,495,60,42-72,Female only,0-2,Severe Hepatotoxicity,Hepatic,Severe,17,3.43,Partial,Yes,"Liver function monitoring, dose adjustment",83,18,Yes,No,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 1,16,Every 3 weeks,350,43,38-71,All,0-1,Severe Thrombocytopenia,Hematological,Severe,11,3.14,Yes,Yes,"Platelet transfusion, dose adjustment",32,38,Yes,No,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 1,16,Weekly,288,304,56-68,All,1-2,Severe Neuropathy,Neurological,Severe,9,3.12,Partial,Yes,"Dose reduction, pain management",18,9,No,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 3,16,Monthly,132,362,32-84,Male only,0-2,Severe Thrombocytopenia,Hematological,Severe,4,3.03,Yes,Yes,"Platelet transfusion, dose adjustment",77,10,No,No,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 1,1800,Bi-weekly,100,191,39-67,Female only,0-1,Severe Myocarditis,Cardiovascular,Severe,3,3.0,Partial,Yes,"Corticosteroids, cardiac support",20,14,No,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 2,8,Every 3 weeks,334,180,50-65,Male only,0-3,Severe Neutropenia,Hematological,Severe,10,2.99,Yes,Yes,"G-CSF, antibiotics, dose reduction",53,33,Yes,No,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 2,8,Every 3 weeks,334,180,50-65,Male only,0-3,Severe Thrombocytopenia,Hematological,Severe,10,2.99,Yes,Yes,"Platelet transfusion, dose adjustment",72,12,Yes,No,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 3,1800,Monthly,103,90,24-78,All,1-2,Severe Colitis,Gastrointestinal,Severe,3,2.91,Yes,Yes,"Corticosteroids, infliximab",46,1,Yes,No,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 1,1800,Weekly,174,99,65-70,All,0-3,Cardiac Toxicity,Cardiovascular,Severe,5,2.87,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",69,58,No,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 1,8,Bi-weekly,71,53,48-70,Male only,0-2,Severe Neutropenia,Hematological,Severe,2,2.82,Yes,Yes,"G-CSF, antibiotics, dose reduction",58,45,No,No,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 2,16,Bi-weekly,255,332,36-71,All,0-3,Severe Neuropathy,Neurological,Severe,7,2.75,Partial,Yes,"Dose reduction, pain management",49,25,No,No,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 3,16,Monthly,229,300,36-67,Male only,0-3,Severe Hepatotoxicity,Hepatic,Severe,6,2.62,Partial,Yes,"Liver function monitoring, dose adjustment",82,58,Yes,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 3,1800,Weekly,459,235,22-84,Female only,0-1,Severe Pneumonitis,Respiratory,Severe,12,2.61,Partial,Yes,"Corticosteroids, oxygen therapy",79,10,Yes,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 2,1800,Weekly,408,350,55-68,Female only,0-1,Severe Neuropathy,Neurological,Severe,10,2.45,Partial,Yes,"Dose reduction, pain management",26,53,No,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 2,8,Monthly,473,56,63-75,All,0-3,Severe Hepatotoxicity,Hepatic,Severe,11,2.33,Partial,Yes,"Liver function monitoring, dose adjustment",13,13,Yes,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 1,1800,Weekly,174,99,65-70,All,0-3,Anaphylaxis,Immunological,Severe,4,2.3,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",45,4,Yes,No,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 3,16,Monthly,132,362,32-84,Male only,0-2,Anaphylaxis,Immunological,Severe,3,2.27,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",73,2,Yes,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 3,1800,Monthly,103,90,24-78,All,1-2,Severe Neutropenia,Hematological,Severe,2,1.94,Yes,Yes,"G-CSF, antibiotics, dose reduction",10,1,No,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 1,16,Every 3 weeks,350,43,38-71,All,0-1,Cytokine Release Syndrome,Immunological,Severe,5,1.43,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",79,55,No,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 3,16,Monthly,229,300,36-67,Male only,0-3,Severe Pneumonitis,Respiratory,Severe,3,1.31,Partial,Yes,"Corticosteroids, oxygen therapy",62,15,No,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 2,1800,Bi-weekly,285,90,32-84,All,0-1,Severe Pneumonitis,Respiratory,Severe,3,1.05,Partial,Yes,"Corticosteroids, oxygen therapy",82,49,Yes,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 2,1800,Bi-weekly,285,90,32-84,All,0-1,Anaphylaxis,Immunological,Severe,2,0.7,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",33,52,Yes,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 3,8,Every 3 weeks,157,107,46-67,Female only,1-2,Severe Pneumonitis,Respiratory,Severe,1,0.64,Partial,Yes,"Corticosteroids, oxygen therapy",20,7,Yes,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 1,1800,Weekly,174,99,65-70,All,0-3,Severe Thrombocytopenia,Hematological,Severe,1,0.57,Yes,Yes,"Platelet transfusion, dose adjustment",83,45,Yes,Yes,No
Daratumumab,Anti-CD38,Multiple Myeloma,Phase 2,8,Every 3 weeks,334,180,50-65,Male only,0-3,Cytokine Release Syndrome,Immunological,Severe,1,0.3,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",66,46,Yes,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 1,1,Monthly,117,250,31-74,Male only,0-1,Severe Hepatotoxicity,Hepatic,Severe,11,9.4,Partial,Yes,"Liver function monitoring, dose adjustment",19,9,Yes,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 1,1,Monthly,43,89,46-71,Female only,0-3,Severe Neuropathy,Neurological,Severe,4,9.3,Partial,Yes,"Dose reduction, pain management",62,42,Yes,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 3,10,Weekly,218,151,48-84,All,0-3,Severe Hepatotoxicity,Hepatic,Severe,20,9.17,Partial,Yes,"Liver function monitoring, dose adjustment",65,38,Yes,No,Yes
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 3,3,Every 3 weeks,35,210,60-68,Female only,0-3,Cytokine Release Syndrome,Immunological,Severe,3,8.57,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",89,38,Yes,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 3,3,Every 3 weeks,35,210,60-68,Female only,0-3,Cardiac Toxicity,Cardiovascular,Severe,3,8.57,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",1,29,Yes,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 3,3,Every 3 weeks,35,210,60-68,Female only,0-3,Severe Myocarditis,Cardiovascular,Severe,3,8.57,Partial,Yes,"Corticosteroids, cardiac support",26,60,No,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 2,10,Bi-weekly,72,43,62-76,All,0-2,Severe Neuropathy,Neurological,Severe,6,8.33,Partial,Yes,"Dose reduction, pain management",15,7,No,Yes,Yes
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 3,1,Every 3 weeks,74,280,28-84,All,0-2,Severe Neuropathy,Neurological,Severe,6,8.11,Partial,Yes,"Dose reduction, pain management",24,8,No,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 3,1,Monthly,100,110,48-77,All,0-2,Severe Myocarditis,Cardiovascular,Severe,8,8.0,Partial,Yes,"Corticosteroids, cardiac support",89,32,Yes,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 1,1,Monthly,117,250,31-74,Male only,0-1,Anaphylaxis,Immunological,Severe,9,7.69,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",5,9,No,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 1,1,Monthly,117,250,31-74,Male only,0-1,Severe Neutropenia,Hematological,Severe,9,7.69,Yes,Yes,"G-CSF, antibiotics, dose reduction",9,10,No,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 3,3,Every 3 weeks,117,287,61-83,Male only,0-1,Severe Thrombocytopenia,Hematological,Severe,9,7.69,Yes,Yes,"Platelet transfusion, dose adjustment",84,35,No,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 1,1,Bi-weekly,263,200,43-80,Male only,1-2,Severe Neutropenia,Hematological,Severe,19,7.22,Yes,Yes,"G-CSF, antibiotics, dose reduction",86,8,Yes,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 2,10,Monthly,253,80,29-85,Female only,0-3,Cardiac Toxicity,Cardiovascular,Severe,18,7.11,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",20,54,No,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 3,1,Monthly,100,110,48-77,All,0-2,Severe Thrombocytopenia,Hematological,Severe,7,7.0,Yes,Yes,"Platelet transfusion, dose adjustment",8,58,Yes,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 1,3,Bi-weekly,209,140,49-81,All,0-2,Severe Thrombocytopenia,Hematological,Severe,14,6.7,Yes,Yes,"Platelet transfusion, dose adjustment",86,15,No,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 1,3,Bi-weekly,209,140,49-81,All,0-2,Severe Neuropathy,Neurological,Severe,14,6.7,Partial,Yes,"Dose reduction, pain management",22,57,Yes,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 2,1,Weekly,286,75,43-80,All,0-3,Severe Neutropenia,Hematological,Severe,18,6.29,Yes,Yes,"G-CSF, antibiotics, dose reduction",70,46,No,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 3,1,Monthly,100,110,48-77,All,0-2,Severe Neutropenia,Hematological,Severe,6,6.0,Yes,Yes,"G-CSF, antibiotics, dose reduction",20,20,Yes,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 3,3,Every 3 weeks,117,287,61-83,Male only,0-1,Severe Pneumonitis,Respiratory,Severe,7,5.98,Partial,Yes,"Corticosteroids, oxygen therapy",62,20,No,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 3,3,Every 3 weeks,35,210,60-68,Female only,0-3,Severe Thrombocytopenia,Hematological,Severe,2,5.71,Yes,Yes,"Platelet transfusion, dose adjustment",13,17,No,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 2,3,Monthly,36,129,34-66,Female only,0-3,Severe Thrombocytopenia,Hematological,Severe,2,5.56,Yes,Yes,"Platelet transfusion, dose adjustment",6,24,Yes,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 3,10,Weekly,218,151,48-84,All,0-3,Cardiac Toxicity,Cardiovascular,Severe,12,5.5,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",37,12,Yes,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 3,10,Weekly,218,151,48-84,All,0-3,Cytokine Release Syndrome,Immunological,Severe,12,5.5,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",79,30,No,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 3,3,Every 3 weeks,356,214,38-65,Male only,0-2,Severe Pneumonitis,Respiratory,Severe,18,5.06,Partial,Yes,"Corticosteroids, oxygen therapy",51,26,No,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 3,1,Monthly,100,110,48-77,All,0-2,Severe Myocarditis,Cardiovascular,Severe,5,5.0,Partial,Yes,"Corticosteroids, cardiac support",69,20,Yes,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 2,1,Every 3 weeks,362,89,33-69,Male only,0-2,Severe Thrombocytopenia,Hematological,Severe,18,4.97,Yes,Yes,"Platelet transfusion, dose adjustment",84,30,Yes,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 1,1,Monthly,43,89,46-71,Female only,0-3,Cytokine Release Syndrome,Immunological,Severe,2,4.65,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",53,12,Yes,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 3,10,Weekly,218,151,48-84,All,0-3,Severe Myocarditis,Cardiovascular,Severe,10,4.59,Partial,Yes,"Corticosteroids, cardiac support",86,43,No,Yes,Yes
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 1,10,Bi-weekly,394,242,27-69,Female only,0-2,Severe Neutropenia,Hematological,Severe,17,4.31,Yes,Yes,"G-CSF, antibiotics, dose reduction",29,8,Yes,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 1,1,Bi-weekly,263,200,43-80,Male only,1-2,Cytokine Release Syndrome,Immunological,Severe,11,4.18,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",42,11,Yes,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 2,10,Bi-weekly,72,43,62-76,All,0-2,Severe Neuropathy,Neurological,Severe,3,4.17,Partial,Yes,"Dose reduction, pain management",39,47,No,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 2,3,Weekly,492,258,42-65,Female only,0-1,Anaphylaxis,Immunological,Severe,20,4.07,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",65,43,Yes,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 2,3,Weekly,356,296,60-70,Male only,0-1,Severe Thrombocytopenia,Hematological,Severe,13,3.65,Yes,Yes,"Platelet transfusion, dose adjustment",17,60,Yes,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 2,1,Weekly,286,75,43-80,All,0-3,Severe Myocarditis,Cardiovascular,Severe,10,3.5,Partial,Yes,"Corticosteroids, cardiac support",26,1,Yes,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 1,10,Bi-weekly,394,242,27-69,Female only,0-2,Cytokine Release Syndrome,Immunological,Severe,12,3.05,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",68,56,No,Yes,Yes
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 1,1,Bi-weekly,263,200,43-80,Male only,1-2,Severe Myocarditis,Cardiovascular,Severe,8,3.04,Partial,Yes,"Corticosteroids, cardiac support",51,34,Yes,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 2,3,Weekly,492,258,42-65,Female only,0-1,Severe Hepatotoxicity,Hepatic,Severe,14,2.85,Partial,Yes,"Liver function monitoring, dose adjustment",20,55,Yes,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 2,3,Weekly,356,296,60-70,Male only,0-1,Severe Thrombocytopenia,Hematological,Severe,10,2.81,Yes,Yes,"Platelet transfusion, dose adjustment",23,16,Yes,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 1,10,Bi-weekly,394,242,27-69,Female only,0-2,Severe Colitis,Gastrointestinal,Severe,11,2.79,Yes,Yes,"Corticosteroids, infliximab",17,21,No,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 2,3,Monthly,36,129,34-66,Female only,0-3,Cardiac Toxicity,Cardiovascular,Severe,1,2.78,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",20,22,No,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 3,1,Every 3 weeks,74,280,28-84,All,0-2,Cardiac Toxicity,Cardiovascular,Severe,2,2.7,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",18,22,No,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 2,3,Weekly,492,258,42-65,Female only,0-1,Anaphylaxis,Immunological,Severe,13,2.64,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",1,12,Yes,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 1,10,Bi-weekly,364,166,43-65,Male only,0-2,Severe Pneumonitis,Respiratory,Severe,9,2.47,Partial,Yes,"Corticosteroids, oxygen therapy",77,56,No,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 1,1,Bi-weekly,263,200,43-80,Male only,1-2,Cytokine Release Syndrome,Immunological,Severe,6,2.28,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",62,26,Yes,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 1,10,Bi-weekly,394,242,27-69,Female only,0-2,Anaphylaxis,Immunological,Severe,9,2.28,Yes,Yes,"Epinephrine, antihistamines, corticosteroids",90,43,Yes,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 2,10,Monthly,253,80,29-85,Female only,0-3,Cardiac Toxicity,Cardiovascular,Severe,5,1.98,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",85,14,Yes,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 2,1,Every 3 weeks,362,89,33-69,Male only,0-2,Cardiac Toxicity,Cardiovascular,Severe,7,1.93,Partial,Yes,"Cardiac monitoring, ACE inhibitors, beta-blockers",77,18,Yes,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 3,3,Every 3 weeks,117,287,61-83,Male only,0-1,Severe Colitis,Gastrointestinal,Severe,2,1.71,Yes,Yes,"Corticosteroids, infliximab",45,16,No,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 3,3,Every 3 weeks,117,287,61-83,Male only,0-1,Cytokine Release Syndrome,Immunological,Severe,2,1.71,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",10,21,Yes,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 2,3,Weekly,492,258,42-65,Female only,0-1,Cytokine Release Syndrome,Immunological,Severe,8,1.63,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",5,25,No,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 3,10,Monthly,425,197,59-70,Female only,0-3,Severe Thrombocytopenia,Hematological,Severe,6,1.41,Yes,Yes,"Platelet transfusion, dose adjustment",58,41,Yes,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 3,1,Every 3 weeks,74,280,28-84,All,0-2,Severe Colitis,Gastrointestinal,Severe,1,1.35,Yes,Yes,"Corticosteroids, infliximab",45,53,Yes,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 2,10,Bi-weekly,407,312,30-69,Male only,1-2,Severe Hepatotoxicity,Hepatic,Severe,4,0.98,Partial,Yes,"Liver function monitoring, dose adjustment",36,21,No,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 3,10,Monthly,425,197,59-70,Female only,0-3,Cytokine Release Syndrome,Immunological,Severe,4,0.94,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",42,54,No,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 3,3,Every 3 weeks,356,214,38-65,Male only,0-2,Severe Pneumonitis,Respiratory,Severe,3,0.84,Partial,Yes,"Corticosteroids, oxygen therapy",84,3,No,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 3,3,Every 3 weeks,356,214,38-65,Male only,0-2,Severe Pneumonitis,Respiratory,Severe,3,0.84,Partial,Yes,"Corticosteroids, oxygen therapy",15,32,Yes,No,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 1,3,Every 3 weeks,294,324,36-83,Male only,1-2,Severe Neutropenia,Hematological,Severe,2,0.68,Yes,Yes,"G-CSF, antibiotics, dose reduction",64,1,No,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 1,3,Monthly,463,45,29-76,All,1-2,Severe Hepatotoxicity,Hepatic,Severe,2,0.43,Partial,Yes,"Liver function monitoring, dose adjustment",53,56,Yes,Yes,No
Ipilimumab,Anti-CTLA-4,Melanoma,Phase 2,1,Weekly,286,75,43-80,All,0-3,Severe Hepatotoxicity,Hepatic,Severe,1,0.35,Partial,Yes,"Liver function monitoring, dose adjustment",38,54,No,No,No
Nivolumab,Anti-PD-1,Melanoma,Phase 2,240,Every 3 weeks,151,361,41-65,All,0-2,Cytokine Release Syndrome,Immunological,Severe,15,9.93,Yes,Yes,"Tocilizumab, corticosteroids, supportive care",21,12,No,No,No
Nivolumab,Anti-PD-1,Lung Cancer,Phase 1,240,Every 3 weeks,101,200,22-73,Male only,0-3,Severe Neutropenia,Hematological,Severe,10,9.9,Yes,Yes,"G-CSF, antibiotics, dose reduction",70,4,Yes,No,No
